faceAttributes.emotion.anger,0.3695
faceAttributes.emotion.contempt,0.001
faceAttributes.emotion.disgust,0.061
faceAttributes.emotion.fear,0.0
faceAttributes.emotion.happiness,0.5
faceAttributes.emotion.neutral,0.068
faceAttributes.emotion.sadness,0.5
faceAttributes.emotion.surprise,0.0
